,SEASONYEAR,RENEWED_NEXT_YEAR,MLS_TENURE,ORDER_QUANTITY_M,ORDER_QUANTITY_M_LAST_YEAR,ORDER_QUANTITY_M_ALL_TIME,ORDER_SPEND_M,ORDER_SPEND_M_LAST_YEAR,ORDER_SPEND_M_ALL_TIME,TICKET_QUANTITY_T,TICKET_QUANTITY_LAST_YEAR,TICKET_QUANTITY_ALL_TIME,COUNT_OF_MLS_EVENTS,COUNT_OF_MLS_EVENTS_LAST_YEAR,COUNT_OF_MLS_EVENTS_ALL_TIME,TICKET_SPEND_T,TICKET_SPEND_T_LAST_YEAR,TICKET_SPEND_T_ALL_TIME,SINGLE_GAME_FLAG,PREV_SINGLE_GAME_FLAG,COMP_FLAG,PREV_COMP_FLAG,GROUP_FLAG,PREV_GROUP_FLAG,FULL_SEASON_FLAG,PREV_FULL_SEASON_FLAG,PARTIAL_SEASON_FLAG,PREV_PARTIAL_SEASON_FLAG,PREV_YR_EVENTS_ATTENDED,DISTANCE_TO_STADIUM_C,COUNT_SINGLE_ADVANCE,COUNT_COMPLIMENTARY,TASK_COUNT_EMAIL,TASK_COUNT_LISTEMAIL,TASK_COUNT_CALL,TASK_COUNT_TASK,TASK_COUNT_CADENCE
TICKET_QUANTITY_LAST_YEAR,,0.029576712483592157,0.036939608844302335,0.01996430808126915,-0.002000329586934447,0.02598243155509615,0.01549384036196664,-0.0003863385931735877,0.09628706048383755,0.9969165573680814,1.0,0.9928669041564114,0.034598169038014194,0.06808474611143685,0.07761444016552575,0.6363877589789617,0.6772996466514228,0.8251921988655179,-0.016417204622690744,0.023266674000129342,0.014555648668514887,0.013133786568953008,0.08569094056798343,0.004033205643387671,,0.04705651157167936,-0.0020007049725061787,-0.008203925252349456,0.02794618867046927,0.09921415833874972,-0.004293950364186066,0.013657819907858575,-0.015486656995094576,,-0.024841949732787,-0.015333892836073464,-0.0023729573277725922
TICKET_QUANTITY_ALL_TIME,,0.024783303166583826,0.04505056670104734,0.005380386951325181,-0.005700695989494413,0.007616852349009337,0.005213726973703984,-0.0033776089559373326,0.04267218375656774,0.9968163147183259,0.9928669041564114,1.0,0.03404315073256843,0.04942480316559975,0.08541287744062179,0.6329797554228869,0.6851896210434915,0.843383578865875,-0.016464084211234485,0.018063041915495414,0.010458232977265626,0.007657827029890046,0.0835655667036565,8.804552988789471e-05,,0.031247642064135737,-0.002305376047143489,-0.008896284031118407,0.02596325612509374,0.09943786283400977,-0.006228164073422947,0.024900324292632083,-0.01474626793219386,,-0.022162925735818233,-0.014269837249642583,-0.0016059585376387913
COUNT_OF_MLS_EVENTS,,0.08245202513038702,0.08360815684615729,0.04835174680071438,0.05648773534445206,0.07517167419091841,0.03865829971650745,0.04524551356700468,0.06141483645161066,0.0356048634693219,0.034598169038014194,0.03404315073256843,1.0,0.2729812845837649,0.3209063492166792,0.14720886442158818,0.09593571880485682,0.10870204870781877,-0.07231162247890664,0.154044171773168,-0.02751087389642376,0.06294105273144875,-0.006626475903481837,-0.00847378281267363,,0.11442944107896381,-0.01703365724404179,-0.13214096765057973,0.24492646448386804,-0.0031815165264659504,-0.014965084839714461,0.045458103445513376,-0.07022915216136383,,-0.013616421177447616,-0.05402479422761845,0.022515466027680345
COUNT_OF_MLS_EVENTS_LAST_YEAR,,0.2457238563641494,0.3283541912704466,0.04328538747779631,0.14909622773363895,0.17222705467699861,0.027556876658390895,0.11009348785810283,0.11030563460213838,0.040240725955472956,0.06808474611143685,0.04942480316559975,0.2729812845837649,1.0,0.5619569357686633,0.056193740642731575,0.23207992921508194,0.13668710252835684,-0.006197292802265357,0.6603333825066715,-0.0029041862867605225,0.19501965302212418,0.04231981223270103,0.052504211649424724,,0.8431957006587509,-0.009164825748536092,-0.10728031377741978,0.21558152320533425,0.033252402063485856,0.12830516287745122,0.021641356261905272,0.014533346073263549,,-0.12201865582046681,-0.07111007417332174,-0.027582859805575864
COUNT_OF_MLS_EVENTS_ALL_TIME,,0.20864029325234196,0.6576200620762167,0.02872915359603048,0.030167140350065284,0.12811988502121804,0.0353522328845227,0.022245766823207117,0.09380604219058618,0.06245036916728464,0.07761444016552575,0.08541287744062179,0.3209063492166792,0.5619569357686633,1.0,0.06591346834642582,0.14218773725521922,0.2573324228758172,0.041339466851317515,0.46018643971668144,0.045844004285514696,0.17076999988852526,0.032993316292182225,0.006174685336706453,,0.4251687195376844,-0.006966312809336399,-0.1373307308962344,0.20947407758393327,0.004591594452087318,0.06674868323226034,0.03619272156203815,-0.015940821327456816,,-0.07299866964158945,-0.04160982520146822,-0.013179531183119743
TICKET_SPEND_T,,0.02897477289572214,-0.00726357431138136,0.015320149829611142,-0.02252206364675655,-0.004996850009786962,0.01944559260196574,-0.008962046050807972,0.07950560094960987,0.638026853364646,0.6363877589789617,0.6329797554228869,0.14720886442158818,0.056193740642731575,0.06591346834642582,1.0,0.8559754686688379,0.8168049911689074,-0.06595048550732133,-0.09927186359162894,0.10938578687338552,0.05898736011151613,0.1977254904000505,0.04929026981010341,,0.015398314728094392,0.0317597087548785,-0.022826054548810305,-0.03839036505614509,0.07541601524756471,-0.030506177262489543,0.241137490534108,0.04137066650173854,,-0.04581958367893555,-0.007166194454115379,0.01923288999214997
TICKET_SPEND_T_LAST_YEAR,,0.05656475781048663,0.05044811158586343,-0.0128942177629799,0.008312276135671,-0.0018824210795253336,-0.0058998891674663,0.010263379565505352,9.190217990517762e-05,0.6750944267570441,0.6772996466514228,0.6851896210434915,0.09593571880485682,0.23207992921508194,0.14218773725521922,0.8559754686688379,1.0,0.856072889565208,-0.04566853441819214,0.05736681016728627,0.0339298450808642,0.053998304449223905,0.11993241116766769,0.08223718125969452,,0.2013489182665615,-0.0023776217672789876,-0.022307087081329408,-0.006861081733969192,0.07878588157041645,0.0007038666799964668,0.13222924231436436,0.0019926364483744017,,-0.0564868665836977,-0.033038876918779776,-0.003820222676352502
TICKET_SPEND_T_ALL_TIME,,0.06257391956503792,0.15219641208972898,-0.002735196417891015,-0.0154868546698645,0.0030841536807422027,0.009478431646385692,-0.008641111318712253,0.029183566055056873,0.8270110625389683,0.8251921988655179,0.843383578865875,0.10870204870781877,0.13668710252835684,0.2573324228758172,0.8168049911689074,0.856072889565208,1.0,-0.04323599730001148,0.030517502522169688,0.06804172190018634,0.064235205517754,0.13445972396203892,0.029809764711936443,,0.0846470620237698,-0.0017404940575269023,-0.0317241154600422,0.00829522800333074,0.08232132170719426,-0.01817689526818103,0.13042422196481557,-0.0036537681719024024,,-0.05158464930640666,-0.028533791642948735,-0.0005263519792061171
SINGLE_GAME_FLAG,,0.18034623189015217,0.039581284231488004,0.07741227451105234,0.09426101124313671,0.0825095672280733,0.05502623755740254,0.0719893466007586,0.027505651992371448,-0.017610119949266142,-0.016417204622690744,-0.016464084211234485,-0.07231162247890664,-0.006197292802265357,0.041339466851317515,-0.06595048550732133,-0.04566853441819214,-0.04323599730001148,1.0,-0.05614055273932122,-0.012569341614024504,0.03242570906420642,0.08730632780760747,0.11295851351370796,,-0.011786999558608614,-0.02151684174949886,0.05621702998392645,0.24372199244562692,-0.04479755748135614,0.5241797106107303,-0.029568116160052258,0.10920480925791294,,0.017808803607696974,0.07122478296142445,-0.019687492605051274
PREV_SINGLE_GAME_FLAG,,0.15493207219798297,0.3410516883347122,-0.011598215126809905,0.08838035269604241,0.11906990735993249,-0.01621631006359399,0.0632443718216264,0.04770975497912348,0.007429239947444881,0.023266674000129342,0.018063041915495414,0.154044171773168,0.6603333825066715,0.46018643971668144,-0.09927186359162894,0.05736681016728627,0.030517502522169688,-0.05614055273932122,1.0,-0.06990489919522214,0.02736808828835203,-0.023556105159564245,-0.011695489386474654,,0.6791610387884432,-0.06916615208787795,-0.23914212540641297,0.08370836381946464,-0.009971208652646377,0.07095105819124028,-0.06407630544472791,-0.030542742563085545,,-0.05210708121016456,-0.061579978028249806,0.0015238109046932992
COMP_FLAG,,0.02251761006047562,0.029253175620751533,0.0056829217267840015,-0.02598966603236863,-0.014158021184292513,0.00246288510824038,-0.020705100531672477,0.02443509520600729,0.013300219420281546,0.014555648668514887,0.010458232977265626,-0.02751087389642376,-0.0029041862867605225,0.045844004285514696,0.10938578687338552,0.0339298450808642,0.06804172190018634,-0.012569341614024504,-0.06990489919522214,1.0,0.09225949251107814,0.13636650397548514,0.0733507319229052,,-0.03627954096804383,-0.007851939321100067,0.001469605243460312,0.050007804150742775,-0.02431294852570678,0.012957564629273426,0.28702925177326166,0.10324131280713132,,0.01202284018077248,0.05201260683844369,0.06510860491971156
PREV_COMP_FLAG,,0.09970965810881789,0.17840564031390305,0.019916062931480804,0.055938392798118707,0.07234070511556154,0.020106567656587086,0.057881891566929716,0.08181126581652533,0.003457701554506013,0.013133786568953008,0.007657827029890046,0.06294105273144875,0.19501965302212418,0.17076999988852526,0.05898736011151613,0.053998304449223905,0.064235205517754,0.03242570906420642,0.02736808828835203,0.09225949251107814,1.0,0.05553140062426036,0.102621047420493,,0.030974375034788233,-0.01678663299163888,0.09170924048290024,0.12762294225480192,-0.03987499404596411,0.04780959351928301,0.09104941725250115,0.08752256013909125,,-0.031143013581473197,0.028741047965018286,-0.029687591332987623
GROUP_FLAG,,0.07028303368951862,0.0037467727330665946,0.049771152072727795,0.018069145252256596,0.05089043072589106,0.046774027096947286,0.015718318542651603,0.055820515234005094,0.08388501465546543,0.08569094056798343,0.0835655667036565,-0.006626475903481837,0.04231981223270103,0.032993316292182225,0.1977254904000505,0.11993241116766769,0.13445972396203892,0.08730632780760747,-0.023556105159564245,0.13636650397548514,0.05553140062426036,1.0,0.263923681382873,,0.04228415855068185,0.07898628616709848,0.03814037055125385,0.06038726505207139,-0.0039390100623043515,0.06413369810051746,0.12572886578604883,0.1738816463693472,,0.09360622703719074,0.14272601450083777,-0.011578613101769933
PREV_GROUP_FLAG,,0.023987909579290204,0.006016065873984591,0.015953559123925435,0.06844837628594139,0.03206396219543186,-0.0018120505337364417,0.08897967775100556,0.015610833979077126,-0.003404781194392737,0.004033205643387671,8.804552988789471e-05,-0.00847378281267363,0.052504211649424724,0.006174685336706453,0.04929026981010341,0.08223718125969452,0.029809764711936443,0.11295851351370796,-0.011695489386474654,0.0733507319229052,0.102621047420493,0.263923681382873,1.0,,0.030162115690952934,-0.009723227462789849,0.014761480499097156,0.06207736881339642,-0.003563406968839377,0.14117729348288785,0.0571864708531449,0.08003000753736496,,0.038580018761685465,0.11146818375808411,-0.019236654204168372
FULL_SEASON_FLAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREV_FULL_SEASON_FLAG,,0.18385481049709196,0.21796537226815907,0.010345297745180473,0.1119485890964643,0.12162726793534122,0.0038658618020201603,0.08316202590199206,0.07533324282419333,0.02315589614266025,0.04705651157167936,0.031247642064135737,0.11442944107896381,0.8431957006587509,0.4251687195376844,0.015398314728094392,0.2013489182665615,0.0846470620237698,-0.011786999558608614,0.6791610387884432,-0.03627954096804383,0.030974375034788233,0.04228415855068185,0.030162115690952934,,1.0,-0.031190822244255845,-0.20288900356059153,0.09495314717613017,0.033922954430325516,0.13263459688879753,-0.02141684256846664,0.0159564033798351,,-0.0804191771686804,-0.06005995244972268,-0.024451869686341877
PARTIAL_SEASON_FLAG,,-0.017213171953843406,-0.008615781655663787,0.09899885560980061,0.03553790191938167,0.07949804016840258,0.12173745850291007,0.0454744894558285,0.07286702873044813,-0.0014169132566671672,-0.0020007049725061787,-0.002305376047143489,-0.01703365724404179,-0.009164825748536092,-0.006966312809336399,0.0317597087548785,-0.0023776217672789876,-0.0017404940575269023,-0.02151684174949886,-0.06916615208787795,-0.007851939321100067,-0.01678663299163888,0.07898628616709848,-0.009723227462789849,,-0.031190822244255845,1.0,0.17342394851475115,-0.04759279841898976,0.017924533569307715,-0.02400458305207061,-0.006772565754714837,0.00827530752462034,,0.025703967256115453,0.0060472750741060715,-0.006621436146033432
PREV_PARTIAL_SEASON_FLAG,,0.011741623434698926,-0.10504456031010216,0.03638682350122698,0.015543064829420788,-0.008645758293606542,0.01750649661023714,-0.005234301911561835,-0.013030983742762936,-0.0068520542675370305,-0.008203925252349456,-0.008896284031118407,-0.13214096765057973,-0.10728031377741978,-0.1373307308962344,-0.022826054548810305,-0.022307087081329408,-0.0317241154600422,0.05621702998392645,-0.23914212540641297,0.001469605243460312,0.09170924048290024,0.03814037055125385,0.014761480499097156,,-0.20288900356059153,0.17342394851475115,1.0,0.01335276315519045,-0.02948893397693061,-0.0037852572998323688,-0.012143579745535258,0.08574668477615734,,0.02064201833655173,0.03762516693821164,-0.013945614579655874
PREV_YR_EVENTS_ATTENDED,,0.37470132497675684,0.10696677472955006,0.11893272459449876,0.10839801314138672,0.1267190542883376,0.06072445672787926,0.06927088354800241,0.04737761999403874,0.023119106362944234,0.02794618867046927,0.02596325612509374,0.24492646448386804,0.21558152320533425,0.20947407758393327,-0.03839036505614509,-0.006861081733969192,0.00829522800333074,0.24372199244562692,0.08370836381946464,0.050007804150742775,0.12762294225480192,0.06038726505207139,0.06207736881339642,,0.09495314717613017,-0.04759279841898976,0.01335276315519045,1.0,-0.10946354922797462,0.21884308285780374,-0.04565253257570086,0.13936693945688458,,-0.06316448638067387,0.023321599995290137,-0.03816694797165826
DISTANCE_TO_STADIUM_C,,-0.008588765112713672,-0.010607548643668896,0.0021395751984619633,-0.0262453548053896,-0.01093239692327734,-0.002154356813998801,-0.017245222970149462,-0.009125001756962738,0.1002609313141791,0.09921415833874972,0.09943786283400977,-0.0031815165264659504,0.033252402063485856,0.004591594452087318,0.07541601524756471,0.07878588157041645,0.08232132170719426,-0.04479755748135614,-0.009971208652646377,-0.02431294852570678,-0.03987499404596411,-0.0039390100623043515,-0.003563406968839377,,0.033922954430325516,0.017924533569307715,-0.02948893397693061,-0.10946354922797462,1.0,-0.017462417289494353,-0.01082280290469554,-0.02230973817278543,,-0.03649031542686535,-0.010136179076091408,-0.013734949301609688
COUNT_SINGLE_ADVANCE,,0.1472887276027113,0.01877932018703935,0.0322406208542774,0.10012289650071432,0.06032923137324609,0.022717137270820663,0.06058019081769004,0.014592210093815923,-0.007083260116792564,-0.004293950364186066,-0.006228164073422947,-0.014965084839714461,0.12830516287745122,0.06674868323226034,-0.030506177262489543,0.0007038666799964668,-0.01817689526818103,0.5241797106107303,0.07095105819124028,0.012957564629273426,0.04780959351928301,0.06413369810051746,0.14117729348288785,,0.13263459688879753,-0.02400458305207061,-0.0037852572998323688,0.21884308285780374,-0.017462417289494353,1.0,-0.020085426108029984,0.10526433802726178,,0.023753332112626493,0.07109919688384478,-0.01907094678639462
COUNT_COMPLIMENTARY,,-0.02216148006024778,0.004968901029664514,0.00013860212350472767,-0.01634861044392571,-0.017602169367322965,-0.006864702536599366,-0.010766959849695293,-0.00899307915898283,0.029029805700083833,0.013657819907858575,0.024900324292632083,0.045458103445513376,0.021641356261905272,0.03619272156203815,0.241137490534108,0.13222924231436436,0.13042422196481557,-0.029568116160052258,-0.06407630544472791,0.28702925177326166,0.09104941725250115,0.12572886578604883,0.0571864708531449,,-0.02141684256846664,-0.006772565754714837,-0.012143579745535258,-0.04565253257570086,-0.01082280290469554,-0.020085426108029984,1.0,0.007270115064675498,,-0.02951762599760835,-0.016408127065275464,0.0034538480444589155
TASK_COUNT_EMAIL,,0.2251716451058592,0.020638225683754764,0.044432456066649605,0.0015760720970918476,0.004892762745112517,0.026370492498741606,-0.016708139561294726,-0.018789976173008562,-0.014629455442483242,-0.015486656995094576,-0.01474626793219386,-0.07022915216136383,0.014533346073263549,-0.015940821327456816,0.04137066650173854,0.0019926364483744017,-0.0036537681719024024,0.10920480925791294,-0.030542742563085545,0.10324131280713132,0.08752256013909125,0.1738816463693472,0.08003000753736496,,0.0159564033798351,0.00827530752462034,0.08574668477615734,0.13936693945688458,-0.02230973817278543,0.10526433802726178,0.007270115064675498,1.0,,0.05107086611554292,0.08105326156559818,-0.0032353529858875274
TASK_COUNT_LISTEMAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TASK_COUNT_CALL,,-0.29695464364008606,-0.04776115921281017,-0.0422299304960169,-0.030104215702039097,-0.04938431919697209,-0.03881327777887297,-0.028590022398506904,-0.04685482651451413,-0.021312012619438922,-0.024841949732787,-0.022162925735818233,-0.013616421177447616,-0.12201865582046681,-0.07299866964158945,-0.04581958367893555,-0.0564868665836977,-0.05158464930640666,0.017808803607696974,-0.05210708121016456,0.01202284018077248,-0.031143013581473197,0.09360622703719074,0.038580018761685465,,-0.0804191771686804,0.025703967256115453,0.02064201833655173,-0.06316448638067387,-0.03649031542686535,0.023753332112626493,-0.02951762599760835,0.05107086611554292,,1.0,0.48384394257451807,-0.018694830222221376
TASK_COUNT_TASK,,-0.14270966438709587,-0.03887235659959241,-0.044399864787253523,-0.015367142252151845,-0.03582311447535731,-0.020956340808898417,-0.012206620665345428,-0.03154549741235794,-0.014074706169366825,-0.015333892836073464,-0.014269837249642583,-0.05402479422761845,-0.07111007417332174,-0.04160982520146822,-0.007166194454115379,-0.033038876918779776,-0.028533791642948735,0.07122478296142445,-0.061579978028249806,0.05201260683844369,0.028741047965018286,0.14272601450083777,0.11146818375808411,,-0.06005995244972268,0.0060472750741060715,0.03762516693821164,0.023321599995290137,-0.010136179076091408,0.07109919688384478,-0.016408127065275464,0.08105326156559818,,0.48384394257451807,1.0,-0.024413813746930843
TASK_COUNT_CADENCE,,0.022074637808628526,-0.01136489522733561,-0.012291048803769083,-0.016038093686412177,-0.022811556615009304,-0.009362297045003519,-0.010537857140276463,-0.011878405789851354,-0.000788726206556773,-0.0023729573277725922,-0.0016059585376387913,0.022515466027680345,-0.027582859805575864,-0.013179531183119743,0.01923288999214997,-0.003820222676352502,-0.0005263519792061171,-0.019687492605051274,0.0015238109046932992,0.06510860491971156,-0.029687591332987623,-0.011578613101769933,-0.019236654204168372,,-0.024451869686341877,-0.006621436146033432,-0.013945614579655874,-0.03816694797165826,-0.013734949301609688,-0.01907094678639462,0.0034538480444589155,-0.0032353529858875274,,-0.018694830222221376,-0.024413813746930843,1.0
